name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
Streptomyces sp. 2323.1,1938841,S,93,10,103,0.00001
Staphylococcus virus IPLAC1C,1980931,S,11,8,19,0
Psychromonas ingrahamii,357794,S,49,3,52,0.00001
Vibrio sp. dhg,2163016,S,57,160,217,0.00002
Salimicrobium jeotgali,1230341,S,26,0,26,0
Methanothermus fervidus,2180,S,53,2,55,0.00001
Bacillus beveridgei,632773,S,40,4,44,0
alpha proteobacterium HIMB5,859653,S,28,4,32,0
Bordetella sp. HZ20,2163011,S,449,27,476,0.00005
Desulfococcus oleovorans,181663,S,141,1,142,0.00001
Dehalogenimonas formicexedens,1839801,S,55,0,55,0.00001
Halothiobacillus sp. LS2,1860122,S,256,4,260,0.00003
Stenotrophomonas virus IME13,1921529,S,24,14,38,0
Capnocytophaga sp. H2931,1945657,S,11,40,51,0.00001
Streptococcus salivarius,1304,S,13843,3848,17691,0.00174
Gordonia phage GTE7,1100814,S,26,48,74,0.00001
Prevotella ruminicola,839,S,246,0,246,0.00002
Pseudomonas virus PaMx74,1982358,S,245,0,245,0.00002
Rhodococcus sp. YL-1,1045808,S,554,1129,1683,0.00017
Dialister pneumosintes,39950,S,968,22,990,0.0001
Gloeobacter kilaueensis,1416614,S,65,1,66,0.00001
Draconibacterium orientale,1168034,S,403,15,418,0.00004
Streptococcus suis,1307,S,519344,34984,554328,0.05463
Streptomyces collinus,42684,S,100,12,112,0.00001
Paraburkholderia phymatum,148447,S,365,92,457,0.00005
Cellulomonas sp. PSBB021,2003551,S,801,424,1225,0.00012
Sulfurospirillum deleyianum,65553,S,81,2,83,0.00001
Lactococcus virus bIL67,36343,S,208,20,228,0.00002
Mycoplasma hominis,2098,S,19,11,30,0
Desulfocapsa sulfexigens,65555,S,178,29,207,0.00002
Thermoplasmatales archaeon BRNA1,1054217,S,10,1,11,0
Rahnella sp. Y9602,741091,S,34,228,262,0.00003
Porphyrobacter HT-58-2,2023229,S,821,168,989,0.0001
Hydrogenophaga sp. PBC,795665,S,9489,2977,12466,0.00123
Streptococcus oralis,1303,S,2603,500,3103,0.00031
Hyphomonas sp. Mor2,1906738,S,150,2,152,0.00001
Halioglobus japonicus,930805,S,105,1,106,0.00001
Rhodococcus sp. MTM3W5.2,1805827,S,418,59,477,0.00005
Geobacter anodireducens,1340425,S,94,53,147,0.00001
Planococcus faecalis,1598147,S,11,21,32,0
Verrucomicrobia bacterium IMCC26134,1637999,S,167,7,174,0.00002
Dickeya dianthicola,204039,S,235,113,348,0.00003
Dickeya dadantii,204038,S,191,10,201,0.00002
Lacinutrix venerupis,1486034,S,105,20,125,0.00001
Azoarcus sp. BH72,62928,S,306,887,1193,0.00012
Verrucomicrobium sp. GAS474,1882831,S,125,0,125,0.00001
Methylibium petroleiphilum,105560,S,3131,769,3900,0.00038
Frankineae bacterium MT45,1882833,S,171,29,200,0.00002
Paenibacillaceae bacterium GAS479,1882832,S,109,17,126,0.00001
Streptococcus mutans,1309,S,1364,75,1439,0.00014
Bradyrhizobium erythrophlei,1437360,S,2114,158,2272,0.00022
Shewanella sp. ANA-3,94122,S,123,36,159,0.00002
Luteimonas sp. JM171,1896164,S,3506,320,3826,0.00038
Heliobacterium modesticaldum,35701,S,318,55,373,0.00004
Enterobacteria phage vB_KleM-RaK2,1147094,S,27,23,50,0
Carnobacterium divergens,2748,S,1678,107,1785,0.00018
Pedobacter cryoconitis,188932,S,94,11,105,0.00001
Rhodococcus rhodochrous,1829,S,265,75,340,0.00003
Brevundimonas subvibrioides,74313,S,2556,228,2784,0.00027
Actinosynnema pretiosum,42197,S,174,392,566,0.00006
Methanosarcina acetivorans,2214,S,12,0,12,0
Herbaspirillum sp. meg3,2025949,S,488,38,526,0.00005
Clostridium aceticum,84022,S,85,1,86,0.00001
Maricaulis maris,74318,S,212,8,220,0.00002
Modestobacter marinus,477641,S,366,64,430,0.00004
Hyphomonas neptunium,81032,S,199,29,228,0.00002
Spiroplasma taiwanense,2145,S,17,2,19,0
Candidatus Methanomethylophilus alvus,1291540,S,12,2,14,0
Brucella sp. 141012304,1885919,S,85,59,144,0.00001
Acidithiobacillus ferrooxidans,920,S,162,5,167,0.00002
Starkeya novella,921,S,1565,252,1817,0.00018
Candidatus Ruthia magnifica,386487,S,15,2,17,0
Pseudomonas cichorii,36746,S,826,28,854,0.00008
Thiomonas intermedia,926,S,4729,1126,5855,0.00058
Halothiobacillus neapolitanus,927,S,278,8,286,0.00003
Psychrobacter sp. PRwf-1,349106,S,3885,4792,8677,0.00086
Haloterrigena turkmenica,62320,S,39,1,40,0
Shewanella baltica,62322,S,658,172,830,0.00008
Labrenzia sp. CP4,1674922,S,90,163,253,0.00002
Streptomyces sp. CMB-StM0423,2059884,S,83,10,93,0.00001
Geobacter pickeringii,345632,S,164,7,171,0.00002
Acetobacter persici,1076596,S,124,5,129,0.00001
Labrenzia sp. VG12,2021862,S,398,15,413,0.00004
Pediococcus claussenii,187452,S,195,555,750,0.00007
Virgibacillus sp. SK37,403957,S,31,7,38,0
Aeromonas virus AS4,1921528,S,26,14,40,0
Corynebacterium atypicum,191610,S,152,18,170,0.00002
Neisseria elongata,495,S,3618,1179,4797,0.00047
Methyloceanibacter sp. wino2,2170729,S,200,53,253,0.00002
Paraburkholderia phenoliruptrix,252970,S,114,762,876,0.00009
Fibrobacter succinogenes,833,S,59,0,59,0.00001
Butyrivibrio fibrisolvens,831,S,935,114,1049,0.0001
Porphyromonas gingivalis,837,S,135,18,153,0.00002
Candidatus Pantoea carbekii,1235990,S,20,0,20,0
Neisseria sicca,490,S,432,1145,1577,0.00016
Pseudomonas chlororaphis,587753,S,3057,840,3897,0.00038
Bosea sp. AS-1,2015316,S,13948,2383,16331,0.00161
Halioglobus pacificus,930806,S,159,2,161,0.00002
Dehalobacter sp. CF,1131462,S,662,1288,1950,0.00019
Thauera sp. MZ1T,85643,S,7432,2427,9859,0.00097
Francisella hispaniensis,622488,S,17,25,42,0
Psychrobacter urativorans,45610,S,10854,207,11061,0.00109
[Mycobacterium] stephanolepidis,1520670,S,221,61,282,0.00003
Methylocella silvestris,199596,S,395,20,415,0.00004
Desulfovibrio fairfieldensis,44742,S,3525,55,3580,0.00035
Dokdonia sp. Dokd-P16,2173169,S,59,19,78,0.00001
Microbacterium paraoxydans,199592,S,355,3775,4130,0.00041
Chitinophaga caeni,2029983,S,72,7,79,0.00001
Caulobacter phage CcrColossus,1211640,S,14,0,14,0
Escherichia virus JenP2,1921121,S,16,5,21,0
Azospirillum sp. TSH58,664962,S,202,280,482,0.00005
Ectothiorhodospira sp. BSL-9,1442136,S,258,13,271,0.00003
Pleurocapsa minor,54308,S,35,3,38,0
Aurantimicrobium sp. MWH-Mo1,1987356,S,103,7,110,0.00001
Caulobacter virus Rogue,1211643,S,13,4,17,0
Vibrio tritonius,1435069,S,72,1,73,0.00001
Spiribacter salinus,1335746,S,88,3,91,0.00001
Cryobacterium sp. LW097,1978566,S,330,59,389,0.00004
Aliivibrio wodanis,80852,S,39,3,42,0
Nocardiopsis alba,53437,S,173,31,204,0.00002
Phycisphaerae bacterium L21-RPul-D3,1940790,S,21,7,28,0
Moritella viscosa,80854,S,55,6,61,0.00001
Natronobacterium gregoryi,44930,S,13,0,13,0
Rickettsia akari,786,S,11,56,67,0.00001
Streptococcus sp. FDAARGOS_192,1839799,S,954,759,1713,0.00017
Salinibacterium sp. CGMCC 1.16371,2079791,S,337,25,362,0.00004
Escherichia virus JenP1,1921120,S,15,4,19,0
Exiguobacterium sp. AT1b,360911,S,187,6,193,0.00002
Mycetocola sp. CGMCC 1.16372,2079792,S,368,27,395,0.00004
Asticcacaulis excentricus,78587,S,312,8,320,0.00003
Corynebacterium variabile,1727,S,954,416,1370,0.00014
Corynebacterium renale,1724,S,43,59,102,0.00001
Mycobacterium virus Stinger,1983119,S,11,6,17,0
Brevibacterium siliguriense,1136497,S,154,18,172,0.00002
Haloterrigena daqingensis,588898,S,14,0,14,0
Lactobacillus apis,303541,S,39,0,39,0
Corynebacterium callunae,1721,S,56,9,65,0.00001
Rhodothermaceae bacterium RA,1779382,S,51,52,103,0.00001
Oligotropha carboxidovorans,40137,S,1438,632,2070,0.0002
Devriesea agamarum,472569,S,87,3,90,0.00001
Achromobacter phage phiAxp-3,1664247,S,41,0,41,0
Parachlamydia acanthamoebae,83552,S,68,6,74,0.00001
Cyanobacterium aponinum,379064,S,54,4,58,0.00001
Aliivibrio salmonicida,40269,S,24,2,26,0
Simiduia agarivorans,447471,S,174,1,175,0.00002
Streptomyces bingchenggensis,379067,S,212,15,227,0.00002
Corynebacterium imitans,156978,S,118,14,132,0.00001
Corynebacterium riegelii,156976,S,151,12,163,0.00002
Burkholderia sp. RPE67,758796,S,91,131,222,0.00002
Bacillus glycinifermentans,1664069,S,54,2,56,0.00001
Pseudomonas sp. M30-35,1981174,S,544,7,551,0.00005
Carnobacterium sp. CP1,1564681,S,268,17,285,0.00003
Paenibacillus sp. CAA11,1532905,S,89,7,96,0.00001
Vitreoscilla filiformis,63,S,3238,195,3433,0.00034
Nocardioides sp. 78,2045452,S,691,164,855,0.00008
Microbacterium sp. TPU 3598,1938334,S,2221,341,2562,0.00025
Lysobacter enzymogenes,69,S,6474,3138,9612,0.00095
Lactobacillus pentosus,1589,S,154,5,159,0.00002
Methanolobus psychrophilus,420950,S,14,0,14,0
Spirochaeta africana,46355,S,43,0,43,0
Burkholderiales bacterium GJ-E10,1469502,S,721,18,739,0.00007
Flavobacterium anhuiense,459526,S,166,636,802,0.00008
Lactobacillus brevis,1580,S,606,67,673,0.00007
Lactobacillus buchneri,1581,S,139,5,144,0.00001
Verrucomicrobia bacterium,2026799,S,242,5,247,0.00002
Yangia sp. CCB-MM3,1792508,S,914,153,1067,0.00011
Lactobacillus delbrueckii,1584,S,2558,148,2706,0.00027
Acidipropionibacterium virtanenii,2057246,S,355,56,411,0.00004
Campylobacter pinnipediorum,1965231,S,58,0,58,0.00001
Methylorubrum zatmanii,29429,S,14,86,100,0.00001
Sulfitobacter sp. SK011,1389004,S,228,10,238,0.00002
Sulfitobacter sp. SK012,1389005,S,152,5,157,0.00002
Kingella kingae,504,S,899,160,1059,0.0001
Singulisphaera acidiphila,466153,S,118,6,124,0.00001
Legionella oakridgensis,29423,S,33,5,38,0
Thermomicrobium roseum,500,S,31,0,31,0
Yersinia enterocolitica,630,S,767,51,818,0.00008
Vibrio rumoiensis,76258,S,540,53,593,0.00006
Yersinia pestis,632,S,258,505,763,0.00008
Yersinia pseudotuberculosis,633,S,80,29,109,0.00001
Arthrospira platensis,118562,S,22,54,76,0.00001
Edwardsiella tarda,636,S,167,123,290,0.00003
Pseudomonas sp. TMW 2.1634,1886807,S,3309,10998,14307,0.00141
Marinobacter sp. Arc7-DN-1,2304594,S,94,5,99,0.00001
Prochlorococcus marinus,1219,S,84,20,104,0.00001
Hymenobacter sp. PAMC 26554,1484116,S,91,5,96,0.00001
Burkholderia sp. PAMC 26561,1795043,S,115,85,200,0.00002
Clostridium taeniosporum,394958,S,134,0,134,0.00001
Renibacterium salmoninarum,1646,S,105,3,108,0.00001
Arthrobacter sp. YN,2020486,S,120,12,132,0.00001
Pseudomonas phage VCM,1729937,S,28,0,28,0
Monoglobus pectinilyticus,1981510,S,2319,99,2418,0.00024
Crenobacter sp. K1W11S-77,2290923,S,589,95,684,0.00007
Lysobacter sp. TY2-98,2290922,S,2747,251,2998,0.0003
Zhongshania aliphaticivorans,1470434,S,197,2,199,0.00002
Sporosarcina ureae,1571,S,133,33,166,0.00002
Vagococcus teuberi,519472,S,568,62,630,0.00006
Sphingomonas taxi,1549858,S,1020,49,1069,0.00011
Erythrobacter sp. YH-07,2182384,S,322,20,342,0.00003
Haematospirillum jordaniae,1549855,S,172,9,181,0.00002
Aeromonas phage pAh6-C,1505227,S,426,0,426,0.00004
Oscillibacter valericigenes,351091,S,2130,21,2151,0.00021
Thermodesulfovibrio yellowstonii,28262,S,58,0,58,0.00001
Pseudomonas virus NP1,1982240,S,180,0,180,0.00002
Prosthecochloris aestuarii,1102,S,41,0,41,0
Rubrivivax gelatinosus,28068,S,3609,832,4441,0.00044
Bacillus atrophaeus,1452,S,15,8,23,0
Geobacter bemidjiensis,225194,S,80,11,91,0.00001
Gordonibacter massiliensis,1841863,S,529,8,537,0.00005
Mycobacterium virus Nigel,1983118,S,25,6,31,0
Chloroflexus aurantiacus,1108,S,59,-59,0,0
Psychrobacter cryohalolentis,330922,S,26928,15773,42701,0.00421
Mogibacterium diversum,114527,S,329,74,403,0.00004
Shewanella loihica,359303,S,115,4,119,0.00001
Streptomyces pluripotens,1355015,S,120,9,129,0.00001
Devosia sp. A16,1736675,S,1342,110,1452,0.00014
Algibacter alginicilyticus,1736674,S,129,15,144,0.00001
Lactococcus phage phi7,1262538,S,119,30,149,0.00001
Leptotrichia sp. oral taxon 498,712368,S,391,368,759,0.00007
Pseudomonas cerasi,1583341,S,84,151,235,0.00002
Lactococcus phage BM13,1229751,S,15,3,18,0
Thermocrinis minervae,381751,S,34,6,40,0
Francisella sp. TX077310,573570,S,10,0,10,0
Spiroplasma turonicum,216946,S,14,3,17,0
Anabaena sp. WA102,1647413,S,28,26,54,0.00001
Spiroplasma syrphidicola,216945,S,10,3,13,0
Marinilactibacillus sp. 15R,1911586,S,394,42,436,0.00004
Virgibacillus sp. 6R,1911587,S,197,6,203,0.00002
Candidatus Thioglobus autotrophicus,1705394,S,48,7,55,0.00001
Glaciecola sp. 4H-3-7+YE-5,983545,S,45,8,53,0.00001
Sphingobium hydrophobicum,1673076,S,1741,812,2553,0.00025
Sporosarcina sp. PTS2304,2283194,S,34,8,42,0
Ornithinimicrobium sp. AMA3305,2283195,S,672,108,780,0.00008
Kluyvera intermedia,61648,S,1027,314,1341,0.00013
Lactobacillus hokkaidonensis,1193095,S,210,21,231,0.00002
Lelliottia amnigena,61646,S,2378,114,2492,0.00025
Pluralibacter gergoviae,61647,S,1087,40,1127,0.00011
Comamonas aquatica,225991,S,21528,4621,26149,0.00258
Enterobacter asburiae,61645,S,8146,4426,12572,0.00124
Bordetella holmesii,35814,S,591,67,658,0.00006
Salmonella phage BPS11Q3,1857099,S,19,17,36,0
Bdellovibrio bacteriovorus,959,S,810,16,826,0.00008
Escherichia virus IME11,1920759,S,126,7,133,0.00001
Escherichia virus ECBP1,1920758,S,46,41,87,0.00001
Spiroplasma apis,2137,S,14,1,15,0
Rhodococcus pyridinivorans,103816,S,162,649,811,0.00008
Petrimonas mucosa,1642646,S,290,32,322,0.00003
Erwinia persicina,55211,S,330,25,355,0.00003
Escherichia virus Bp4,1920757,S,56,39,95,0.00001
Escherichia virus APEC5,1920756,S,178,92,270,0.00003
Escherichia virus APEC7,1920755,S,179,91,270,0.00003
Rhodococcus sp. BH4,1807790,S,429,1064,1493,0.00015
Klebsiella virus PKO111,1985327,S,37,11,48,0
Klebsiella virus JD18,1985326,S,73,17,90,0.00001
Arachidicoccus sp. BS20,1850526,S,97,24,121,0.00001
Mycolicibacterium rutilum,370526,S,1312,342,1654,0.00016
Friedmanniella sagamiharensis,546874,S,510,75,585,0.00006
Flagellimonas sp. HME9304,1383885,S,81,1,82,0.00001
Micromonospora auratinigra,261654,S,127,50,177,0.00002
Spiroplasma citri,2133,S,17,38,55,0.00001
Moritella yayanosii,69539,S,55,12,67,0.00001
Selenomonas sputigena,69823,S,333,4,337,0.00003
Neorickettsia sennetsu,951,S,13,1,14,0
Nocardioides sp. JS614,196162,S,2731,525,3256,0.00032
Francisella philomiragia,28110,S,22,22,44,0
Bacteroides heparinolyticus,28113,S,187,33,220,0.00002
Lonsdalea britannica,1082704,S,172,4,176,0.00002
Escherichia phage LM33_P1,1788294,S,46,24,70,0.00001
Gordonia sp. YC-JH1,2059875,S,1130,908,2038,0.0002
Streptococcus sp. A12,1759399,S,1140,121,1261,0.00012
Mycolicibacterium vanbaalenii,110539,S,1807,792,2599,0.00026
Flavobacteriaceae bacterium UJ101,1150389,S,130,4,134,0.00001
Paenibacillus swuensis,1178515,S,41,2,43,0
Halomonas sp. GT,1971364,S,95,24,119,0.00001
Pseudomonas phage phiPsa374,1458843,S,35,3,38,0
Helicobacter felis,214,S,17,0,17,0
Halostagnicola larsenii,353800,S,12,0,12,0
Kiritimatiella glycovorans,1307763,S,237,53,290,0.00003
Helicobacter cinaedi,213,S,24,2,26,0
Helicobacter pylori,210,S,85,35,120,0.00001
Kitasatospora sp. MMS16-BH015,2018025,S,247,57,304,0.00003
Brochothrix phage A9,857312,S,31,0,31,0
Janthinobacterium agaricidamnosum,55508,S,948,36,984,0.0001
Nostoc linckia,92942,S,33,11,44,0
Ketogulonicigenium robustum,92947,S,791,78,869,0.00009
Ketogulonicigenium vulgare,92945,S,796,134,930,0.00009
Paenibacillus kribbensis,172713,S,31,4,35,0
Brucella vulpis,981386,S,68,32,100,0.00001
Cellulosimicrobium sp. TH-20,1980001,S,563,256,819,0.00008
Calothrix sp. NIES-2098,1954171,S,22,7,29,0
Calothrix sp. NIES-2100,1954172,S,17,6,23,0
Lelliottia nimipressuralis,69220,S,449,80,529,0.00005
Dickeya paradisiaca,69223,S,209,2,211,0.00002
Plantactinospora sp. KBS50,2024580,S,199,38,237,0.00002
Halorientalis sp. IM1011,1932360,S,26,2,28,0
Candidatus Profftella armatura,669502,S,105,3,108,0.00001
Sphaerospermopsis kisseleviana,289435,S,18,3,21,0
Alcanivorax pacificus,1306787,S,415,16,431,0.00004
Rhizobium sp. NXC14,1981173,S,515,138,653,0.00006
Enterobacteriaceae bacterium S05,2052938,S,92,288,380,0.00004
Dinoroseobacter shibae,215813,S,1003,828,1831,0.00018
Arthrobacter sp. ERGS1:01,1704044,S,243,17,260,0.00003
Anabaenopsis circularis,109266,S,17,8,25,0
Chromobacterium rhizoryzae,1778675,S,776,91,867,0.00009
Thermococcus guaymasensis,110164,S,11,4,15,0
Simkania negevensis,83561,S,12,0,12,0
Bacteroides salanitronis,376805,S,514,43,557,0.00005
Dyella jiangningensis,1379159,S,783,144,927,0.00009
Bacteroides dorei,357276,S,7989,1191,9180,0.0009
Neoasaia chiangmaiensis,320497,S,176,13,189,0.00002
Citrobacter sp. CRE-46,1703250,S,246,416,662,0.00007
Streptococcus pantholopis,1811193,S,931,9,940,0.00009
Pseudomonas virus Kakheti25,1921546,S,17,30,47,0
Chryseobacterium piperi,558152,S,533,160,693,0.00007
Azospirillum sp. M2T2B2,682998,S,320,195,515,0.00005
Melissococcus plutonius,33970,S,98,1,99,0.00001
Sphingobium chlorophenolicum,46429,S,421,130,551,0.00005
Synechococcus sp. WH 8109,166314,S,45,27,72,0.00001
Marinobacter sp. LV10R510-11A,1415568,S,157,1,158,0.00002
Geobacter sp. DSM 9736,1277350,S,93,1,94,0.00001
Rhizobium sp. IRBG74,424182,S,756,2103,2859,0.00028
Enterobacter sp. FY-07,1692238,S,651,15,666,0.00007
Neorhizobium sp. SOG26,2060726,S,1147,179,1326,0.00013
Dietzia timorensis,499555,S,281,204,485,0.00005
Chryseobacterium sp. IHB B 17019,1721091,S,759,232,991,0.0001
Bosea sp. RAC05,1842539,S,7363,2292,9655,0.00095
Ramlibacter tataouinensis,94132,S,13094,1146,14240,0.0014
Streptococcus infantarius,102684,S,6528,1810,8338,0.00082
Candidatus Izimaplasma sp. HR1,1541959,S,59,0,59,0.00001
Porphyrobacter sp. LM 6,1896196,S,1004,218,1222,0.00012
Pelobacter sp. SFB93,1842532,S,98,11,109,0.00001
Acidovorax sp. RAC01,1842533,S,76472,21546,98018,0.00966
Sinorhizobium sp. RAC02,1842534,S,14183,2129,16312,0.00161
Blastomonas sp. RAC04,1842535,S,451,355,806,0.00008
Agrobacterium sp. RAC06,1842536,S,2504,226,2730,0.00027
Hydrogenophaga sp. RAC07,1842537,S,9738,946,10684,0.00105
Scytonema sp. NIES-4073,2005464,S,10,10,20,0
Methylobacterium oryzae,334852,S,33,468,501,0.00005
bacterium 2013Arg42i,1561003,S,13,0,13,0
Aurantimicrobium sp. MWH-Uga1,2079575,S,36,11,47,0
Calothrix sp. NIES-4101,2005461,S,40,7,47,0
Pseudodesulfovibrio aespoeensis,182210,S,682,200,882,0.00009
Prevotella melaninogenica,28132,S,245,141,386,0.00004
[Clostridium] saccharolyticum,84030,S,4770,310,5080,0.0005
Pseudoclostridium thermosuccinogenes,84032,S,104,7,111,0.00001
Calothrix sp. 336/3,1337936,S,27,5,32,0
Methanobrevibacter smithii,2173,S,72168,790,72958,0.00719
Vibrio cholerae,666,S,221,83,304,0.00003
Desulfosporosinus acidiphilus,885581,S,65,3,68,0.00001
Sphingomonas sp. Cra20,1327635,S,586,11,597,0.00006
Winogradskyella sp. PG-2,754409,S,95,5,100,0.00001
Nitrosomonas europaea,915,S,1155,83,1238,0.00012
Nitrosomonas eutropha,916,S,363,50,413,0.00004
Serratia sp. FS14,1327989,S,13,27,40,0
Nitrobacter winogradskyi,913,S,629,83,712,0.00007
Nitrobacter hamburgensis,912,S,848,125,973,0.0001
Tessaracoccus flavus,1610493,S,2772,320,3092,0.0003
Bathymodiolus septemdierum thioautotrophic gill symbiont,113267,S,49,8,57,0.00001
Pseudonocardia sp. HH130630-07,1690815,S,245,202,447,0.00004
Hymenobacter sp. PAMC 26628,1484118,S,118,36,154,0.00002
Yersinia phage phiR201,1206557,S,61,1,62,0.00001
Pajaroellobacter abortibovis,1882918,S,12,0,12,0
Brevibacterium sandarakinum,629680,S,245,37,282,0.00003
Gilliamella apicola,1196095,S,52,1,53,0.00001
Bacillus subtilis,1423,S,252,737,989,0.0001
Kangiella geojedonensis,914150,S,35,1,36,0
Streptococcus cristatus,45634,S,1654,107,1761,0.00017
Pseudomonas sp. DR 5-09,1534110,S,386,110,496,0.00005
Pseudomonas sp. 31-12,2201356,S,504,73,577,0.00006
Novosphingobium sp. P6W,1609758,S,745,29,774,0.00008
Phenylobacterium sp. HYN0004,2201350,S,999,81,1080,0.00011
Miniimonas sp. S16,2171623,S,4443,1231,5674,0.00056
Microbacterium chocolatum,84292,S,1727,303,2030,0.0002
Halotalea alkalilenta,376489,S,331,18,349,0.00003
Rivularia sp. PCC 7116,373994,S,30,1,31,0
Oxalobacter formigenes,847,S,297,9,306,0.00003
Thioalkalivibrio sulfidiphilus,1033854,S,605,97,702,0.00007
Ochrobactrum pseudogrignonense,419475,S,407,280,687,0.00007
Bordetella petrii,94624,S,2106,1161,3267,0.00032
Sandaracinus amylolyticus,927083,S,236,11,247,0.00002
Streptomyces albulus,68570,S,157,23,180,0.00002
Oleispira antarctica,188908,S,156,2,158,0.00002
Fusobacterium gonidiaformans,849,S,164,20,184,0.00002
Burkholderia sp. MSMB0266,1637837,S,18,20,38,0
Tatumella citrea,53336,S,88,2,90,0.00001
Mycobacterium sp. YC-RL4,1682113,S,5508,1279,6787,0.00067
Burkholderia sp. MSMB617WGS,1637831,S,10,16,26,0
Bacillus thuringiensis,1428,S,331,1520,1851,0.00018
Desulfovibrio magneticus,184917,S,6152,40,6192,0.00061
Phycisphaerae bacterium ST-PulAB-D4,1941349,S,12,1,13,0
Corallococcus coralloides,184914,S,227,74,301,0.00003
Pseudomonas plecoglossicida,70775,S,688,562,1250,0.00012
Acidovorax avenae,80867,S,14121,5486,19607,0.00193
Delftia acidovorans,80866,S,3095,7752,10847,0.00107
Actinobacteria bacterium IMCC26077,1848755,S,21,0,21,0
Acidovorax sp. T1,1858609,S,78676,86648,165324,0.01629
